timestamp,left_e0,left_e1,left_s0,left_s1,left_w0,left_w1,left_w2,right_e0,right_e1,right_s0,right_s1,right_w0,right_w1,right_w2
0.827908,-0.198885,0.259366,-0.592128,0.291588,-1.370503,0.457111,0.280174,0.202910,0.265223,0.599802,0.299864,1.362475,0.453960,-0.284361
0.832542,-0.195312,0.253407,-0.597549,0.300762,-1.370658,0.446031,0.282540,0.200817,0.259352,0.605185,0.308853,1.362516,0.443725,-0.286536
0.837175,-0.192821,0.248256,-0.602107,0.308379,-1.370771,0.436692,0.284573,0.199696,0.254077,0.609574,0.316360,1.362563,0.434968,-0.288449
0.841809,-0.191268,0.244068,-0.605638,0.314312,-1.370890,0.429325,0.286165,0.199127,0.249763,0.612971,0.322180,1.362611,0.428014,-0.289934
0.846443,-0.189467,0.237694,-0.610886,0.322976,-1.371070,0.418371,0.288635,0.198638,0.243163,0.618023,0.330574,1.362625,0.417702,-0.291938
0.851076,-0.188349,0.231211,-0.615917,0.331011,-1.371245,0.407570,0.290322,0.198540,0.236912,0.622676,0.338225,1.362640,0.407711,-0.292836
0.855710,-0.187737,0.225141,-0.620730,0.338285,-1.371388,0.397320,0.291193,0.198529,0.231718,0.626899,0.344817,1.362686,0.398373,-0.293174
0.860343,-0.187574,0.217283,-0.627206,0.347755,-1.371637,0.383509,0.291904,0.198534,0.225646,0.632256,0.352846,1.362774,0.386314,-0.293223
0.864977,-0.187732,0.213032,-0.631147,0.353254,-1.371595,0.375515,0.292277,0.198493,0.222727,0.635162,0.356820,1.362783,0.379474,-0.293149
0.869611,-0.187969,0.209252,-0.634910,0.358398,-1.371260,0.367824,0.292560,0.198444,0.220309,0.637721,0.360463,1.362865,0.372795,-0.293073
0.874244,-0.188318,0.206379,-0.637986,0.362457,-1.370903,0.361167,0.292859,0.198422,0.218041,0.639529,0.363558,1.362806,0.367762,-0.292951
0.878878,-0.188681,0.204087,-0.640702,0.365884,-1.370500,0.355815,0.292995,0.198439,0.215673,0.640705,0.366407,1.362854,0.364282,-0.292856
0.883512,-0.188986,0.202503,-0.642633,0.368233,-1.370164,0.352616,0.293130,0.198425,0.213577,0.641255,0.368533,1.362895,0.362689,-0.292725
0.888145,-0.189503,0.200559,-0.644363,0.370837,-1.369705,0.350492,0.293276,0.198448,0.211006,0.641192,0.370871,1.362913,0.362498,-0.292626
0.892779,-0.189994,0.198608,-0.645342,0.373232,-1.369262,0.350299,0.293363,0.198432,0.208483,0.640625,0.373026,1.362956,0.363345,-0.292515
0.897413,-0.190525,0.196670,-0.645802,0.375563,-1.368762,0.351236,0.293439,0.198394,0.206035,0.639689,0.374705,1.362944,0.364533,-0.292434
0.902046,-0.191035,0.194832,-0.645897,0.377627,-1.368296,0.352786,0.293441,0.198433,0.203896,0.638761,0.375649,1.362979,0.365641,-0.292314
0.906680,-0.191993,0.192094,-0.645578,0.380257,-1.367491,0.355432,0.293519,0.198443,0.201354,0.637085,0.375352,1.362950,0.367401,-0.292102
0.911314,-0.192554,0.190945,-0.645213,0.381087,-1.366995,0.356912,0.293546,0.198449,0.201326,0.636016,0.373828,1.362930,0.368408,-0.292053
0.915947,-0.193171,0.190657,-0.644502,0.380913,-1.366431,0.358474,0.293578,0.198424,0.203416,0.634727,0.370764,1.362926,0.369147,-0.291966
0.920581,-0.193684,0.191741,-0.643581,0.379539,-1.365791,0.359831,0.293566,0.198348,0.207858,0.633337,0.366240,1.362862,0.369340,-0.292002
0.925214,-0.194151,0.194551,-0.642470,0.376976,-1.365104,0.360793,0.293585,0.198240,0.213167,0.631978,0.361260,1.362835,0.369391,-0.292028
0.929848,-0.194502,0.198243,-0.641498,0.374057,-1.364713,0.361554,0.293530,0.198182,0.217823,0.630924,0.357119,1.362799,0.369487,-0.292085
0.934482,-0.194943,0.203913,-0.640136,0.369712,-1.364551,0.362335,0.293548,0.198107,0.223654,0.629686,0.351957,1.362686,0.369596,-0.292159
0.939115,-0.195300,0.210412,-0.638855,0.364979,-1.364413,0.362973,0.293532,0.198043,0.229497,0.628782,0.346882,1.362764,0.368957,-0.292254
0.943749,-0.195730,0.217089,-0.637528,0.360016,-1.364241,0.363402,0.293547,0.197944,0.235153,0.628056,0.341982,1.362745,0.368184,-0.292270
0.948383,-0.196250,0.225404,-0.635867,0.353697,-1.364039,0.363748,0.293552,0.197846,0.242412,0.627059,0.335920,1.362722,0.367460,-0.292305
0.953016,-0.196500,0.232336,-0.634531,0.348444,-1.363884,0.363992,0.293523,0.197763,0.248234,0.626372,0.331057,1.362728,0.366767,-0.292316
0.957650,-0.196835,0.239555,-0.633195,0.342960,-1.363665,0.364025,0.293495,0.197700,0.254190,0.625710,0.326135,1.362690,0.366015,-0.292325
